shareholder,type,holding_date,pct_of_shares,shares_amount,change,turnover,symbol,company_name,industry,close_price_amount,close_price_currency,shares_value
Eng (Simon),Individual Investor,19 Jan 2023,14.3562%,21757677.0,"21,757,677",-,V3M,Metech Intl (V3M),"Industrial & Commercial Services, Environmental Services & Equipment",0.06,SGD ,1305460.6199999999
Ng (Eng Tiong),Individual Investor,02 Nov 2022,10.1920%,15446600.0,"1,185,100",-,V3M,Metech Intl (V3M),"Industrial & Commercial Services, Environmental Services & Equipment",0.06,SGD ,926796.0
Ang (Poh Guan),Individual Investor,27 Sep 2022,7.8585%,11910000.0,0,-,V3M,Metech Intl (V3M),"Industrial & Commercial Services, Environmental Services & Equipment",0.06,SGD ,714600.0
Ng (Cheng Huat),Individual Investor,08 Feb 2023,7.2154%,10935400.0,0,LOW,V3M,Metech Intl (V3M),"Industrial & Commercial Services, Environmental Services & Equipment",0.06,SGD ,656124.0
Xiang (Tao),Individual Investor,27 Sep 2022,4.4586%,6757250.0,"6,757,250",-,V3M,Metech Intl (V3M),"Industrial & Commercial Services, Environmental Services & Equipment",0.06,SGD ,405435.0
Tan (Gim Chua Thomas),Individual Investor,29 Jul 2022,22.7573%,1698721462.0,"1,698,721,462",-,V8Y,Quantum Health (V8Y),"Healthcare Services, Healthcare Facilities & Services",0.005,SGD ,8493607.31
Quek (Chin Thean),Individual Investor,29 Jul 2022,17.4473%,1302353150.0,"1,302,353,150",-,V8Y,Quantum Health (V8Y),"Healthcare Services, Healthcare Facilities & Services",0.005,SGD ,6511765.75
Chong (Leong Fah Derrick),Individual Investor,29 Jul 2022,15.1716%,1132480974.0,"1,132,480,974",-,V8Y,Quantum Health (V8Y),"Healthcare Services, Healthcare Facilities & Services",0.005,SGD ,5662404.87
Siong (Lin Jimmy Gian),Individual Investor,29 Jul 2022,5.6129%,418977778.0,"418,977,778",-,V8Y,Quantum Health (V8Y),"Healthcare Services, Healthcare Facilities & Services",0.005,SGD ,2094888.8900000001
Tong (Wee Chiang Kelvin),Individual Investor,29 Jul 2022,0.1608%,12001887.0,"12,001,887",-,V8Y,Quantum Health (V8Y),"Healthcare Services, Healthcare Facilities & Services",0.005,SGD ,60009.435
Temasek Holdings Pte. Ltd.,Sovereign Wealth Fund,17 Mar 2022,51.0895%,1963179432.0,"1,963,179,432",LOW,VC2,Olam Group (VC2/OLAG.SI),"Food & Beverages, Food Processing",1.41,SGD ,2768082999.12
Mitsubishi Corp,Corporation,16 Mar 2022,14.4352%,554689829.0,"554,689,829",LOW,VC2,Olam Group (VC2/OLAG.SI),"Food & Beverages, Food Processing",1.41,SGD ,782112658.89
Kewalram Chanrai Holdings Ltd.,Corporation,16 Mar 2022,6.7662%,260000000.0,"260,000,000",-,VC2,Olam Group (VC2/OLAG.SI),"Food & Beverages, Food Processing",1.41,SGD ,366600000.0
Verghese (Sunny George),Individual Investor,03 Mar 2023,4.3494%,167131277.0,"1,113,333",LOW,VC2,Olam Group (VC2/OLAG.SI),"Food & Beverages, Food Processing",1.41,SGD ,235655100.57
"The Vanguard Group, Inc.",Investment Advisor/Hedge Fund,31 May 2023,0.8281%,31820378.0,"2,674,500",LOW,VC2,Olam Group (VC2/OLAG.SI),"Food & Beverages, Food Processing",1.41,SGD ,44866732.98
Rest Investments Ltd,Corporation,06 Apr 2022,14.5170%,2857142857.0,0,-,VFP,Beverly JCG (VFP/BEVE.SI),"Healthcare Services, Healthcare Facilities & Services",0.001,SGD ,2857142.857
Ng (Tian Sang),Individual Investor,01 Jan 2023,11.6915%,2301046163.0,0,LOW,VFP,Beverly JCG (VFP/BEVE.SI),"Healthcare Services, Healthcare Facilities & Services",0.001,SGD ,2301046.163
Tan (Suying),Individual Investor,06 Apr 2022,9.4562%,1861111111.0,0,-,VFP,Beverly JCG (VFP/BEVE.SI),"Healthcare Services, Healthcare Facilities & Services",0.001,SGD ,1861111.111
Yuen (Pui Leng Eunice),Individual Investor,06 Apr 2022,4.7180%,928571428.0,0,-,VFP,Beverly JCG (VFP/BEVE.SI),"Healthcare Services, Healthcare Facilities & Services",0.001,SGD ,928571.4280000001
Loke (Lai Wan),Individual Investor,06 Apr 2022,2.6947%,530357143.0,0,-,VFP,Beverly JCG (VFP/BEVE.SI),"Healthcare Services, Healthcare Facilities & Services",0.001,SGD ,530357.143
Han Joe (Tjia Francis),Individual Investor,23 Jun 2023,36.9297%,217743072.0,"3,043,900",LOW,VI2,TC Auto (VI2),"Automobiles & Auto Parts, Auto & Truck Manufacturers",0.146,SGD ,31790488.512
TCA Management Limited,Corporation,23 Jun 2023,20.5868%,121382912.0,"-7,932,488",MED,VI2,TC Auto (VI2),"Automobiles & Auto Parts, Auto & Truck Manufacturers",0.146,SGD ,17721905.152
Cheung Chee (Wai Michael),Individual Investor,26 Apr 2023,3.6983%,21805687.0,"140,517",LOW,VI2,TC Auto (VI2),"Automobiles & Auto Parts, Auto & Truck Manufacturers",0.146,SGD ,3183630.3019999997
abrdn Asia Limited,Investment Advisor,30 Sep 2022,2.8713%,16929400.0,"-50,000",LOW,VI2,TC Auto (VI2),"Automobiles & Auto Parts, Auto & Truck Manufacturers",0.146,SGD ,2471692.4
Chan (Andrew),Individual Investor,11 Nov 2021,2.1870%,12895080.0,"12,895,080",-,VI2,TC Auto (VI2),"Automobiles & Auto Parts, Auto & Truck Manufacturers",0.146,SGD ,1882681.68
Vertex Venture Holdings Ltd.,Venture Capital,07 Mar 2022,14.4210%,6000000.0,"6,000,000",LOW,VT1,Vertex SPAC (VT1),"Holding Companies, Investment Holding Companies",4.65,SGD ,27900000.000000004
Mitsubishi UFJ Financial Group Inc,Holding Company,09 Jun 2023,4.9772%,2070800.0,"-5,000",LOW,VT1,Vertex SPAC (VT1),"Holding Companies, Investment Holding Companies",4.65,SGD ,9629220.0
AHAM Asset Management Berhad,Investment Advisor/Hedge Fund,30 Nov 2022,1.9750%,821700.0,0,LOW,VT1,Vertex SPAC (VT1),"Holding Companies, Investment Holding Companies",4.65,SGD ,3820905.0000000005
M &amp; G Investment Management Ltd.,Investment Advisor,28 Feb 2023,1.1609%,483000.0,0,LOW,VT1,Vertex SPAC (VT1),"Holding Companies, Investment Holding Companies",4.65,SGD ,2245950.0
Fidelity International,Investment Advisor,30 Apr 2023,0.7488%,311542.0,-260,LOW,VT1,Vertex SPAC (VT1),"Holding Companies, Investment Holding Companies",4.65,SGD ,1448670.3
"DiDi Investments, Inc.",Corporation,06 Oct 2022,70.5595%,171428571.0,0,-,VVL,AlphaDX (VVL),"Software & IT Services, IT Services & Consulting",0.112,SGD ,19199999.952
Kydon Holdings Pte. Ltd.,Corporation,06 Oct 2022,3.8850%,9438800.0,"-561,200",-,VVL,AlphaDX (VVL),"Software & IT Services, IT Services & Consulting",0.112,SGD ,1057145.6
Bornemisza (Thyssen Lorne),Individual Investor,06 Oct 2022,2.9373%,7136338.0,0,-,VVL,AlphaDX (VVL),"Software & IT Services, IT Services & Consulting",0.112,SGD ,799269.856
Liannex Corporation (S) Pte. Ltd.,Corporation,06 Oct 2022,2.3399%,5684915.0,"5,684,915",LOW,VVL,AlphaDX (VVL),"Software & IT Services, IT Services & Consulting",0.112,SGD ,636710.48
RSM Corporate Advisory Pte. Ltd.,Corporation,06 Oct 2022,2.1168%,5142857.0,"428,572",-,VVL,AlphaDX (VVL),"Software & IT Services, IT Services & Consulting",0.112,SGD ,575999.984
Wing Sun Development Pte. Ltd.,Corporation,05 Sep 2022,27.9919%,222235490.0,0,-,W05,Wing Tai (W05),"Real Estate, Real Estate Development & Operations",1.46,SGD ,324463815.4
Empire Gate Holdings Ltd.,Corporation,05 Sep 2022,11.4385%,90813541.0,0,-,W05,Wing Tai (W05),"Real Estate, Real Estate Development & Operations",1.46,SGD ,132587769.86
Winlyn Investment Pte. Ltd.,Corporation,05 Sep 2022,9.1592%,72717436.0,0,-,W05,Wing Tai (W05),"Real Estate, Real Estate Development & Operations",1.46,SGD ,106167456.56
Ascend Capital Ltd.,Corporation,05 Sep 2022,8.5911%,68207092.0,0,-,W05,Wing Tai (W05),"Real Estate, Real Estate Development & Operations",1.46,SGD ,99582354.32
Fidelity Management &amp; Research Company LLC,Investment Advisor,28 Mar 2023,4.7918%,38043031.0,"4,923",LOW,W05,Wing Tai (W05),"Real Estate, Real Estate Development & Operations",1.46,SGD ,55542825.26
Comfortdelgro Corporation Ltd,Corporation,01 Mar 2023,67.0562%,237760000.0,0,LOW,WJP,VICOM Ltd (WJP/VCOM.SI),"Industrial & Commercial Services, Business Support Services",1.72,SGD ,408947200.0
Chu (Chee Leong),Individual Investor,01 Mar 2023,1.0627%,3768000.0,0,LOW,WJP,VICOM Ltd (WJP/VCOM.SI),"Industrial & Commercial Services, Business Support Services",1.72,SGD ,6480960.0
Sze (Thiam Siong),Individual Investor,01 Mar 2023,0.8709%,3088000.0,0,LOW,WJP,VICOM Ltd (WJP/VCOM.SI),"Industrial & Commercial Services, Business Support Services",1.72,SGD ,5311360.0
Ong (Yong Knee Nee Tang Helen),Individual Investor,01 Mar 2023,0.6002%,2128000.0,0,LOW,WJP,VICOM Ltd (WJP/VCOM.SI),"Industrial & Commercial Services, Business Support Services",1.72,SGD ,3660160.0
Quah (Siew Kwee),Individual Investor,01 Mar 2023,0.5658%,2006000.0,0,LOW,WJP,VICOM Ltd (WJP/VCOM.SI),"Industrial & Commercial Services, Business Support Services",1.72,SGD ,3450320.0
Rawabi Holding Company Ltd.,Corporation,24 Jun 2022,59.6809%,723106389.0,0,LOW,WPC,Vallianz (WPC),"Transportation, Marine Freight & Logistics",0.035,SGD ,25308723.615000002
Swiber Holdings Ltd,Corporation,24 Jun 2022,29.1708%,353439723.0,"-8,382,620",-,WPC,Vallianz (WPC),"Transportation, Marine Freight & Logistics",0.035,SGD ,12370390.305000002
Ong (Kar Loon),Individual Investor,24 Jun 2022,0.9749%,11812066.0,"95,400",-,WPC,Vallianz (WPC),"Transportation, Marine Freight & Logistics",0.035,SGD ,413422.31000000006
Gu (Jian Lin),Individual Investor,24 Jun 2022,0.4701%,5696433.0,0,-,WPC,Vallianz (WPC),"Transportation, Marine Freight & Logistics",0.035,SGD ,199375.15500000003
Toh (Boon Keng),Individual Investor,24 Jun 2022,0.3494%,4232899.0,0,-,WPC,Vallianz (WPC),"Transportation, Marine Freight & Logistics",0.035,SGD ,148151.46500000003
Zheng (Ze Lin),Individual Investor,15 Jul 2022,12.7718%,68033333.0,"1,000,000",-,WVJ,Ntegrator Hldg (WVJ),"Retailers, Apparel & Accessories Retailers",0.011,SGD ,748366.663
Kwok (Leun Yau Heilesen Christian),Individual Investor,15 Jul 2022,10.7202%,57104833.0,0,-,WVJ,Ntegrator Hldg (WVJ),"Retailers, Apparel & Accessories Retailers",0.011,SGD ,628153.163
Industrial Electronics Pte Ltd,Corporation,01 Apr 2022,4.5614%,24297867.0,"24,297,867",-,WVJ,Ntegrator Hldg (WVJ),"Retailers, Apparel & Accessories Retailers",0.011,SGD ,267276.537
Koh (Kow Tee Michael),Individual Investor,01 Apr 2022,3.5837%,19089674.0,0,-,WVJ,Ntegrator Hldg (WVJ),"Retailers, Apparel & Accessories Retailers",0.011,SGD ,209986.414
Low (Heng Siong),Individual Investor,01 Apr 2022,2.2442%,11954667.0,"11,954,667",-,WVJ,Ntegrator Hldg (WVJ),"Retailers, Apparel & Accessories Retailers",0.011,SGD ,131501.337
Wyandotte Capital Limited,Corporation,14 Mar 2022,50.0937%,85000000.0,0,-,XCF,KTMG (XCF),"Cyclical Consumer Products, Apparel & Accessories",0.191,SGD ,16235000.0
Lim (Siau Hing),Individual Investor,14 Mar 2022,28.1409%,47750000.0,0,-,XCF,KTMG (XCF),"Cyclical Consumer Products, Apparel & Accessories",0.191,SGD ,9120250.0
Bin Tai Holdings Pte. Ltd.,Corporation,14 Mar 2022,4.4841%,7608707.0,0,-,XCF,KTMG (XCF),"Cyclical Consumer Products, Apparel & Accessories",0.191,SGD ,1453263.037
Yang (Su Hua),Individual Investor,14 Mar 2022,2.3279%,3950000.0,"3,950,000",-,XCF,KTMG (XCF),"Cyclical Consumer Products, Apparel & Accessories",0.191,SGD ,754450.0
Sun (Jianwei),Individual Investor,14 Mar 2022,1.4733%,2500000.0,0,-,XCF,KTMG (XCF),"Cyclical Consumer Products, Apparel & Accessories",0.191,SGD ,477500.0
Guo (Jingyu),Individual Investor,14 Mar 2022,60.0327%,644626400.0,0,-,XJB,GHY Culture (XJB),"Cyclical Consumer Services, Entertainment Production",0.385,SGD ,248181164.0
Ho (Ah Huat John),Individual Investor,19 Jan 2023,10.3001%,110602000.0,"-3,000,000",-,XJB,GHY Culture (XJB),"Cyclical Consumer Services, Entertainment Production",0.385,SGD ,42581770.0
Taiho Holding Ltd,Corporation,14 Mar 2022,7.0991%,76230000.0,0,-,XJB,GHY Culture (XJB),"Cyclical Consumer Services, Entertainment Production",0.385,SGD ,29348550.0
iFAST Financial Pte. Ltd.,Corporation,14 Mar 2022,0.0891%,957100.0,"405,100",LOW,XJB,GHY Culture (XJB),"Cyclical Consumer Services, Entertainment Production",0.385,SGD ,368483.5
Ong (Hung Heng),Individual Investor,14 Mar 2022,0.0654%,702000.0,"289,000",-,XJB,GHY Culture (XJB),"Cyclical Consumer Services, Entertainment Production",0.385,SGD ,270270.0
PTCC Holdings Pte. Ltd.,Corporation,12 Sep 2022,63.6792%,67500000.0,0,-,XVG,Aedge Group (XVG/AEDE.SI),"Industrial & Commercial Services, Construction & Engineering",0.29,SGD ,19575000.0
Tan (Ah Hwa),Individual Investor,16 Sep 2022,8.4906%,9000000.0,0,-,XVG,Aedge Group (XVG/AEDE.SI),"Industrial & Commercial Services, Construction & Engineering",0.29,SGD ,2610000.0
Poh (Soon Keng),Individual Investor,12 Sep 2022,6.3036%,6681820.0,0,-,XVG,Aedge Group (XVG/AEDE.SI),"Industrial & Commercial Services, Construction & Engineering",0.29,SGD ,1937727.7999999998
Tay (Choon Wah),Individual Investor,12 Sep 2022,3.2161%,3409090.0,0,-,XVG,Aedge Group (XVG/AEDE.SI),"Industrial & Commercial Services, Construction & Engineering",0.29,SGD ,988636.1
Ng (Choon Beng),Individual Investor,12 Sep 2022,3.2161%,3409090.0,0,-,XVG,Aedge Group (XVG/AEDE.SI),"Industrial & Commercial Services, Construction & Engineering",0.29,SGD ,988636.1
Temasek Holdings Pte. Ltd.,Sovereign Wealth Fund,07 Apr 2022,11.9290%,37201900.0,"2,139,500",LOW,XWA,AEM USD (XWA),"Technology Equipment, Semiconductors",2.68,USD ,99701092.0
Employees Provident Fund (EPF),Investment Advisor,21 Jun 2023,9.9540%,31042700.0,"2,180,000",LOW,XWA,AEM USD (XWA),"Technology Equipment, Semiconductors",2.68,USD ,83194436.0
abrdn Asia Limited,Investment Advisor,21 Jun 2023,8.9380%,27874300.0,"12,414,200",LOW,XWA,AEM USD (XWA),"Technology Equipment, Semiconductors",2.68,USD ,74703124.0
Fidelity International,Investment Advisor,22 May 2023,5.5424%,17284500.0,"3,832,059",LOW,XWA,AEM USD (XWA),"Technology Equipment, Semiconductors",2.68,USD ,46322460.0
Toh (Ban Leng James),Individual Investor,26 May 2023,3.5903%,11196772.0,"-1,011,200",LOW,XWA,AEM USD (XWA),"Technology Equipment, Semiconductors",2.68,USD ,30007348.96
ARA Asset Management Holdings Pte. Ltd.,Corporation,01 Mar 2023,22.2284%,128227190.0,"128,227,190",-,XZL,ARA HTrust USD (XZL/ARAU.SI),"Real Estate, Specialized REITs",0.33,USD ,42314972.7
ESR Group Limited,Investment Advisor,14 Mar 2022,20.7321%,119595356.0,"845,242",LOW,XZL,ARA HTrust USD (XZL/ARAU.SI),"Real Estate, Specialized REITs",0.33,USD ,39466467.480000004
Tang (Gordon),Individual Investor,14 Mar 2022,9.3177%,53750000.0,0,-,XZL,ARA HTrust USD (XZL/ARAU.SI),"Real Estate, Specialized REITs",0.33,USD ,17737500.0
Yu (Duan),Individual Investor,14 Mar 2022,8.1487%,47007000.0,-100,-,XZL,ARA HTrust USD (XZL/ARAU.SI),"Real Estate, Specialized REITs",0.33,USD ,15512310.0
Yang (Shi Ying),Individual Investor,20 Apr 2023,7.8796%,45454600.0,600,-,XZL,ARA HTrust USD (XZL/ARAU.SI),"Real Estate, Specialized REITs",0.33,USD ,15000018.0
Far East Organisation Pte. Ltd.,Corporation,23 Jun 2023,54.0578%,334412398.0,"24,438,465",LOW,Y03,Yeo Hiap Seng (Y03),"Food & Beverages, Food Processing",0.655,SGD ,219040120.69
Far East Hospitality Services Pte. Ltd.,Corporation,01 Mar 2023,10.3277%,63888889.0,"-3,009,792",LOW,Y03,Yeo Hiap Seng (Y03),"Food & Beverages, Food Processing",0.655,SGD ,41847222.295
Glory Realty Company Pte. Ltd.,Corporation,23 Jun 2023,9.8259%,60784947.0,"4,442,093",LOW,Y03,Yeo Hiap Seng (Y03),"Food & Beverages, Food Processing",0.655,SGD ,39814140.285000004
Sino Land Co Ltd,Corporation,23 Jun 2023,4.3009%,26606338.0,"782,539",LOW,Y03,Yeo Hiap Seng (Y03),"Food & Beverages, Food Processing",0.655,SGD ,17427151.39
Morph Investments Ltd.,Corporation,01 Mar 2023,0.7088%,4385043.0,"4,385,043",LOW,Y03,Yeo Hiap Seng (Y03),"Food & Beverages, Food Processing",0.655,SGD ,2872203.165
Zhao (Lizhi),Individual Investor,19 Sep 2022,35.8332%,97518111.0,0,-,Y06,Green Build (Y06),"Industrial & Commercial Services, Construction & Engineering",0.065,SGD ,6338677.215
Li (Mingyang),Individual Investor,19 Sep 2022,20.4570%,55672700.0,0,-,Y06,Green Build (Y06),"Industrial & Commercial Services, Construction & Engineering",0.065,SGD ,3618725.5
Chan (Mang Ghoon),Individual Investor,19 Sep 2022,6.1019%,16606000.0,0,-,Y06,Green Build (Y06),"Industrial & Commercial Services, Construction & Engineering",0.065,SGD ,1079390.0
Wu (Xueying),Individual Investor,30 Jun 2022,3.0719%,8360000.0,0,-,Y06,Green Build (Y06),"Industrial & Commercial Services, Construction & Engineering",0.065,SGD ,543400.0
Sun (Haiwen),Individual Investor,02 Jun 2022,2.6332%,7166000.0,0,-,Y06,Green Build (Y06),"Industrial & Commercial Services, Construction & Engineering",0.065,SGD ,465790.0
AnAn Group (Singapore) Pte. Ltd.,Corporation,21 Oct 2022,63.8199%,2701614695.0,"2,701,614,695",-,Y35,AnAn Intl (Y35),"Energy - Fossil Fuels, Oil & Gas Refining and Marketin",0.019,SGD ,51330679.205
Northern International Capital Holdings (HK) Ltd.,Corporation,21 Oct 2022,8.3333%,352765487.0,"352,765,487",-,Y35,AnAn Intl (Y35),"Energy - Fossil Fuels, Oil & Gas Refining and Marketin",0.019,SGD ,6702544.253
Hong Kong Great Wall Economic Cooperation Centre Ltd.,Corporation,21 Oct 2022,4.1667%,176382744.0,"176,382,744",-,Y35,AnAn Intl (Y35),"Energy - Fossil Fuels, Oil & Gas Refining and Marketin",0.019,SGD ,3351272.136
Huanghe Exploration &amp; Technology Group Ltd.,Corporation,21 Oct 2022,4.1667%,176382744.0,"176,382,744",-,Y35,AnAn Intl (Y35),"Energy - Fossil Fuels, Oil & Gas Refining and Marketin",0.019,SGD ,3351272.136
Luan (Wenbo),Individual Investor,21 Oct 2022,0.7252%,30700000.0,"30,700,000",-,Y35,AnAn Intl (Y35),"Energy - Fossil Fuels, Oil & Gas Refining and Marketin",0.019,SGD ,583300.0
Lee (Ewe Ming Edward),Individual Investor,01 Jul 2022,43.9184%,398374144.0,0,-,Y3D,MDR Limited (Y3D),"Retailers, Computer & Electronics Retailers",0.07,SGD ,27886190.080000002
Chong (Shin Leong),Individual Investor,01 Jul 2022,12.2702%,111300000.0,"-400,000",-,Y3D,MDR Limited (Y3D),"Retailers, Computer & Electronics Retailers",0.07,SGD ,7791000.000000001
Ong (Ghim Choon),Individual Investor,01 Jul 2022,6.5418%,59339200.0,0,-,Y3D,MDR Limited (Y3D),"Retailers, Computer & Electronics Retailers",0.07,SGD ,4153744.0000000005
Lim (Chin Tong),Individual Investor,01 Jul 2022,3.0615%,27770417.0,0,-,Y3D,MDR Limited (Y3D),"Retailers, Computer & Electronics Retailers",0.07,SGD ,1943929.1900000002
Koh (Kow Tee Michael),Individual Investor,01 Jul 2022,1.7363%,15750000.0,0,-,Y3D,MDR Limited (Y3D),"Retailers, Computer & Electronics Retailers",0.07,SGD ,1102500.0
Bedingham (Mark Francis),Individual Investor,16 Dec 2022,30.6893%,175918383.0,0,-,Y45,SMI Vantage (Y45),"Banking & Investment Services, Financial & Commodity Market Operators",0.044,SGD ,7740408.852
Ho (Kwok Wai),Individual Investor,16 Dec 2022,28.7410%,164749871.0,0,-,Y45,SMI Vantage (Y45),"Banking & Investment Services, Financial & Commodity Market Operators",0.044,SGD ,7248994.324
The9 Ltd.,Corporation,27 Apr 2023,7.7750%,44568090.0,"-7,600,000",-,Y45,SMI Vantage (Y45),"Banking & Investment Services, Financial & Commodity Market Operators",0.044,SGD ,1960995.96
"Octo Force Capital Partners Co., Ltd",Corporation,16 Dec 2022,6.7444%,38660319.0,"38,660,319",-,Y45,SMI Vantage (Y45),"Banking & Investment Services, Financial & Commodity Market Operators",0.044,SGD ,1701054.0359999998
Blackrun Corp Pte Ltd,Corporation,17 Jun 2022,0.9150%,5245000.0,0,-,Y45,SMI Vantage (Y45),"Banking & Investment Services, Financial & Commodity Market Operators",0.044,SGD ,230780.0
Ong (Yoke En),Individual Investor,27 Jun 2022,41.5851%,139152000.0,0,-,Y8E,Samurai 2K (Y8E),"Chemicals, Commodity Chemicals",0.145,SGD ,20177040.0
Lim (Lay Yong),Individual Investor,27 Jun 2022,13.4481%,45000000.0,0,-,Y8E,Samurai 2K (Y8E),"Chemicals, Commodity Chemicals",0.145,SGD ,6525000.0
Loh (Shin Siong),Individual Investor,27 Jun 2022,3.8103%,12750000.0,0,-,Y8E,Samurai 2K (Y8E),"Chemicals, Commodity Chemicals",0.145,SGD ,1848749.9999999998
Chang (Chor Choong),Individual Investor,27 Jun 2022,3.8103%,12750000.0,0,-,Y8E,Samurai 2K (Y8E),"Chemicals, Commodity Chemicals",0.145,SGD ,1848749.9999999998
Kong (Hee Siong),Individual Investor,27 Jun 2022,2.3803%,7964800.0,"391,400",-,Y8E,Samurai 2K (Y8E),"Chemicals, Commodity Chemicals",0.145,SGD ,1154896.0
"Siriwana Co., Ltd.",Corporation,07 Dec 2022,54.0028%,13568060000.0,0,-,Y92,ThaiBev (Y92),"Food & Beverages, Distillers & Wineries",0.57,SGD ,7733794199.999999
MM Group Ltd.,Corporation,07 Dec 2022,11.8474%,2976627762.0,0,-,Y92,ThaiBev (Y92),"Food & Beverages, Distillers & Wineries",0.57,SGD ,1696677824.34
Tejapaibul (Vivat),Individual Investor,21 Oct 2022,0.8818%,221541500.0,0,-,Y92,ThaiBev (Y92),"Food & Beverages, Distillers & Wineries",0.57,SGD ,126278654.99999999
Vontobel Asset Management AG,Investment Advisor/Hedge Fund,31 May 2023,0.7808%,196183200.0,"-1,401,600",MED,Y92,ThaiBev (Y92),"Food & Beverages, Distillers & Wineries",0.57,SGD ,111824423.99999999
Banque de Luxembourg Investments,Investment Advisor,28 Feb 2023,0.5990%,150500000.0,0,LOW,Y92,ThaiBev (Y92),"Food & Beverages, Distillers & Wineries",0.57,SGD ,85785000.0
